dataset_name,method,family,modality_combo,latent,modality,attention_mean,attention_std,note
MedicalImages,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z2,stft,0.18571622669696808,0.3724866807460785,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z3,raw,0.030163180083036423,0.15584711730480194,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z3,stats,0.8677210807800293,0.3266408443450928,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z3,stft,0.102115698158741,0.2950083911418915,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z4,raw,0.058270033448934555,0.220819354057312,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z4,stats,0.6703757047653198,0.46116697788238525,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z4,stft,0.2713542878627777,0.4362460672855377,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z1,raw,0.19231900572776794,0.36828070878982544,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z1,stats,0.1621294617652893,0.3516467213630676,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z1,gaf,0.45390066504478455,0.4838937520980835,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z1,stft,0.1916508674621582,0.37637633085250854,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z2,raw,0.09436991810798645,0.2578451931476593,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z2,stats,0.1934308111667633,0.38168588280677795,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z2,gaf,0.459520161151886,0.47823479771614075,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z2,stft,0.25267907977104187,0.42810744047164917,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z3,raw,0.19582217931747437,0.3662028908729553,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z3,stats,0.15560844540596008,0.3355391323566437,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z3,gaf,0.35796236991882324,0.450901061296463,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z3,stft,0.2906070053577423,0.44175437092781067,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z4,raw,0.16884081065654755,0.34979623556137085,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z4,stats,0.1670701950788498,0.3616529703140259,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z4,gaf,0.49520882964134216,0.47646772861480713,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z4,stft,0.16888011991977692,0.350656658411026,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_STFT,context_only_residual_bottleneck,raw_STFT,Z1,stft,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_STFT,context_only_residual_bottleneck,raw_STFT,Z2,stft,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_STFT,context_only_residual_bottleneck,raw_STFT,Z3,stft,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_STFT,context_only_residual_bottleneck,raw_STFT,Z4,stft,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_GAF,context_only_residual_bottleneck,raw_GAF,Z1,gaf,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_GAF,context_only_residual_bottleneck,raw_GAF,Z2,gaf,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_GAF,context_only_residual_bottleneck,raw_GAF,Z3,gaf,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_GAF,context_only_residual_bottleneck,raw_GAF,Z4,gaf,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_stats_STFT,context_only_residual_bottleneck,raw_stats_STFT,Z1,stats,0.4417691230773926,0.49055808782577515,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_stats_STFT,context_only_residual_bottleneck,raw_stats_STFT,Z1,stft,0.5582309365272522,0.49055808782577515,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_stats_STFT,context_only_residual_bottleneck,raw_stats_STFT,Z2,stats,0.8725119233131409,0.32751306891441345,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_stats_STFT,context_only_residual_bottleneck,raw_stats_STFT,Z2,stft,0.1274881511926651,0.32751306891441345,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_stats_STFT,context_only_residual_bottleneck,raw_stats_STFT,Z3,stats,0.6587537527084351,0.46463555097579956,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_stats_STFT,context_only_residual_bottleneck,raw_stats_STFT,Z3,stft,0.34124627709388733,0.46463555097579956,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_stats_STFT,context_only_residual_bottleneck,raw_stats_STFT,Z4,stats,0.8369836211204529,0.3594405949115753,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_stats_STFT,context_only_residual_bottleneck,raw_stats_STFT,Z4,stft,0.1630164235830307,0.3594405949115753,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z1,stats,0.010857658460736275,0.06485137343406677,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z1,gaf,0.7794800400733948,0.38990214467048645,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z1,stft,0.2096622735261917,0.3786611258983612,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z2,stats,0.5073052048683167,0.48884040117263794,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z2,gaf,0.10982897877693176,0.2878921329975128,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z2,stft,0.3828658163547516,0.4692772328853607,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z3,stats,0.2595863938331604,0.4343426525592804,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z3,gaf,0.39638805389404297,0.4827808439731598,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z3,stft,0.3440256118774414,0.4674006700515747,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z4,stats,0.25805142521858215,0.4338851571083069,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z4,gaf,0.38892391324043274,0.4793395698070526,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,context_only_residual_bottleneck__raw_stats_GAF_STFT,context_only_residual_bottleneck,raw_stats_GAF_STFT,Z4,stft,0.3530246615409851,0.4693589210510254,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_STFT,raw_conditioned_context_bottleneck,raw_STFT,Z1,stft,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_STFT,raw_conditioned_context_bottleneck,raw_STFT,Z2,stft,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_STFT,raw_conditioned_context_bottleneck,raw_STFT,Z3,stft,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_STFT,raw_conditioned_context_bottleneck,raw_STFT,Z4,stft,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_GAF,raw_conditioned_context_bottleneck,raw_GAF,Z1,gaf,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_GAF,raw_conditioned_context_bottleneck,raw_GAF,Z2,gaf,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_GAF,raw_conditioned_context_bottleneck,raw_GAF,Z3,gaf,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_GAF,raw_conditioned_context_bottleneck,raw_GAF,Z4,gaf,1.0,0.0,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_stats_STFT,raw_conditioned_context_bottleneck,raw_stats_STFT,Z1,stats,0.6161669492721558,0.4453589618206024,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_stats_STFT,raw_conditioned_context_bottleneck,raw_stats_STFT,Z1,stft,0.38383299112319946,0.4453589618206024,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_stats_STFT,raw_conditioned_context_bottleneck,raw_stats_STFT,Z2,stats,0.6827415823936462,0.42487794160842896,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_stats_STFT,raw_conditioned_context_bottleneck,raw_stats_STFT,Z2,stft,0.31725844740867615,0.42487794160842896,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_stats_STFT,raw_conditioned_context_bottleneck,raw_stats_STFT,Z3,stats,0.6099065542221069,0.45146211981773376,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_stats_STFT,raw_conditioned_context_bottleneck,raw_stats_STFT,Z3,stft,0.39009347558021545,0.45146211981773376,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_stats_STFT,raw_conditioned_context_bottleneck,raw_stats_STFT,Z4,stats,0.5838114023208618,0.4623120427131653,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_stats_STFT,raw_conditioned_context_bottleneck,raw_stats_STFT,Z4,stft,0.4161885678768158,0.4623120427131653,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z1,stats,0.20695865154266357,0.3695997893810272,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z1,gaf,0.4916572868824005,0.4659334123134613,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z1,stft,0.3013840615749359,0.42533305287361145,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z2,stats,0.20470461249351501,0.3720305860042572,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z2,gaf,0.48033833503723145,0.46432211995124817,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z2,stft,0.3149570822715759,0.43354901671409607,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z3,stats,0.21954061090946198,0.3806304633617401,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z3,gaf,0.5215620994567871,0.47087985277175903,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z3,stft,0.25889724493026733,0.41285979747772217,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z4,stats,0.16580909490585327,0.34364622831344604,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z4,gaf,0.3713778555393219,0.45514002442359924,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
MedicalImages,raw_conditioned_context_bottleneck__raw_stats_GAF_STFT,raw_conditioned_context_bottleneck,raw_stats_GAF_STFT,Z4,stft,0.46281304955482483,0.47492340207099915,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_STFT,raw_residual_bottleneck,raw_STFT,Z1,raw,0.19313524663448334,0.3774143159389496,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_STFT,raw_residual_bottleneck,raw_STFT,Z1,stft,0.8068647384643555,0.3774143159389496,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_STFT,raw_residual_bottleneck,raw_STFT,Z2,raw,0.2331220656633377,0.40292030572891235,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_STFT,raw_residual_bottleneck,raw_STFT,Z2,stft,0.7668779492378235,0.40292030572891235,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_STFT,raw_residual_bottleneck,raw_STFT,Z3,raw,0.3318724036216736,0.4555525481700897,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_STFT,raw_residual_bottleneck,raw_STFT,Z3,stft,0.6681275963783264,0.4555525481700897,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_STFT,raw_residual_bottleneck,raw_STFT,Z4,raw,0.2438119798898697,0.4113771319389343,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_STFT,raw_residual_bottleneck,raw_STFT,Z4,stft,0.7561880350112915,0.4113771319389343,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_GAF,raw_residual_bottleneck,raw_GAF,Z1,raw,0.3426394462585449,0.44431957602500916,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_GAF,raw_residual_bottleneck,raw_GAF,Z1,gaf,0.6573605537414551,0.44431957602500916,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_GAF,raw_residual_bottleneck,raw_GAF,Z2,raw,0.35988563299179077,0.44890260696411133,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_GAF,raw_residual_bottleneck,raw_GAF,Z2,gaf,0.6401143074035645,0.44890260696411133,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_GAF,raw_residual_bottleneck,raw_GAF,Z3,raw,0.3400613069534302,0.43919989466667175,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_GAF,raw_residual_bottleneck,raw_GAF,Z3,gaf,0.6599387526512146,0.43919989466667175,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_GAF,raw_residual_bottleneck,raw_GAF,Z4,raw,0.3554042875766754,0.43417611718177795,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_GAF,raw_residual_bottleneck,raw_GAF,Z4,gaf,0.6445956826210022,0.43417611718177795,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z1,raw,0.24957886338233948,0.4137386679649353,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z1,stats,0.6355807781219482,0.46566975116729736,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z1,stft,0.11484050005674362,0.31182780861854553,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z2,raw,0.22104240953922272,0.38872212171554565,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z2,stats,0.6530194878578186,0.4543781280517578,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z2,stft,0.12593811750411987,0.3227214515209198,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z3,raw,0.26749086380004883,0.3931546211242676,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z3,stats,0.616314172744751,0.44500717520713806,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z3,stft,0.116194948554039,0.30553138256073,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z4,raw,0.2262600064277649,0.39350420236587524,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z4,stats,0.6512121558189392,0.4563569128513336,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_STFT,raw_residual_bottleneck,raw_stats_STFT,Z4,stft,0.12252791970968246,0.32103660702705383,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z1,raw,0.09289558976888657,0.24013741314411163,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z1,stats,0.6584925651550293,0.4416307210922241,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z1,gaf,0.0059538353234529495,0.04597940295934677,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z1,stft,0.24265798926353455,0.41741180419921875,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z2,raw,0.019236572086811066,0.10100831091403961,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z2,stats,0.5391503572463989,0.4857836961746216,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z2,gaf,0.020732218399643898,0.1321508139371872,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z2,stft,0.42088082432746887,0.48220571875572205,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z3,raw,0.02355574443936348,0.11905285716056824,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z3,stats,0.5529703497886658,0.48539745807647705,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z3,gaf,0.013345981016755104,0.09425176680088043,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
FacesUCR,raw_residual_bottleneck__raw_stats_GAF_STFT,raw_residual_bottleneck,raw_stats_GAF_STFT,Z3,stft,0.4101278781890869,0.4808698892593384,Attention is a diagnostic view of latent-token interactions with modality tokens; it is not absolute causal importance.
